,year_film,year_ceremony,ceremony,category,film,winner,name
449,1935,1936,8,outstanding production,Broadway Melody of 1936,False,Metro-Goldwyn-Mayer
450,1935,1936,8,outstanding production,Captain Blood,False,Cosmopolitan
451,1935,1936,8,outstanding production,David Copperfield,False,Metro-Goldwyn-Mayer
452,1935,1936,8,outstanding production,The Informer,False,RKO Radio
453,1935,1936,8,outstanding production,Les Miserables,False,20th Century
454,1935,1936,8,outstanding production,The Lives of a Bengal Lancer,False,Paramount
455,1935,1936,8,outstanding production,A Midsummer Night's Dream,False,Warner Bros.
456,1935,1936,8,outstanding production,Mutiny on the Bounty,True,Metro-Goldwyn-Mayer
457,1935,1936,8,outstanding production,Naughty Marietta,False,Metro-Goldwyn-Mayer
458,1935,1936,8,outstanding production,Ruggles of Red Gap,False,Paramount
459,1935,1936,8,outstanding production,Top Hat,False,RKO Radio
460,1935,1936,8,short subject (cartoon),The Calico Dragon,False,Harman-Ising
461,1935,1936,8,short subject (cartoon),Three Orphan Kittens,True,Walt Disney
463,1935,1936,8,short subject (cartoon),Who Killed Cock Robin?,False,Walt Disney
465,1935,1936,8,short subject (comedy),How to Sleep,True,Jack Chertok
467,1935,1936,8,short subject (comedy),"Oh, My Nerves",False,Jules White
469,1935,1936,8,short subject (comedy),Tit for Tat,False,Hal Roach
471,1935,1936,8,short subject (novelty),Audioscopiks,False,Pete Smith
473,1935,1936,8,short subject (novelty),Camera Thrills,False,Universal
474,1935,1936,8,short subject (novelty),Wings over Mt. Everest,True,Gaumont British
475,1935,1936,8,short subject (novelty),Wings over Mt. Everest,True,Skibo Productions
476,1935,1936,8,sound recording,Bride of Frankenstein,False,Universal Studio Sound Department
477,1935,1936,8,sound recording,Bride of Frankenstein,False,Gilbert Kurland
479,1935,1936,8,sound recording,Captain Blood,False,Warner Bros.-First National Studio Sound Department
480,1935,1936,8,sound recording,Captain Blood,False,Nathan Levinson
482,1935,1936,8,sound recording,The Dark Angel,False,United Artists Studio Sound Department
483,1935,1936,8,sound recording,The Dark Angel,False,Thomas T. Moulton
485,1935,1936,8,sound recording,I Dream Too Much,False,RKO Radio Studio Sound Department
486,1935,1936,8,sound recording,I Dream Too Much,False,Carl Dreher
488,1935,1936,8,sound recording,The Lives of a Bengal Lancer,False,Paramount Studio Sound Department
489,1935,1936,8,sound recording,The Lives of a Bengal Lancer,False,Franklin B. Hansen
491,1935,1936,8,sound recording,Love Me Forever,False,Columbia Studio Sound Department
492,1935,1936,8,sound recording,Love Me Forever,False,John Livadary
494,1935,1936,8,sound recording,Naughty Marietta,True,Metro-Goldwyn-Mayer Studio Sound Department
495,1935,1936,8,sound recording,Naughty Marietta,True,Douglas Shearer
497,1935,1936,8,sound recording,"$1,000 a Minute",False,Republic Studio Sound Department
498,1935,1936,8,sound recording,Thanks a Million,False,20th Century-Fox Studio Sound Department
499,1935,1936,8,sound recording,Thanks a Million,False,E. H. Hansen
501,1935,1936,8,writing (original story),Broadway Melody of 1936,False,Moss Hart
502,1935,1936,8,writing (original story),G-Men,False,Gregory Rogers
503,1935,1936,8,writing (original story),The Gay Deception,False,Don Hartman
504,1935,1936,8,writing (original story),The Gay Deception,False,Stephen Avery
505,1935,1936,8,writing (original story),The Scoundrel,True,Ben Hecht
506,1935,1936,8,writing (original story),The Scoundrel,True,Charles MacArthur
507,1935,1936,8,writing (screenplay),Captain Blood,False,Casey Robinson
508,1935,1936,8,writing (screenplay),The Informer,True,Dudley Nichols
509,1935,1936,8,writing (screenplay),The Lives of a Bengal Lancer,False,Waldemar Young
510,1935,1936,8,writing (screenplay),The Lives of a Bengal Lancer,False,John L. Balderston
511,1935,1936,8,writing (screenplay),The Lives of a Bengal Lancer,False,Achmed Abdullah
512,1935,1936,8,writing (screenplay),The Lives of a Bengal Lancer,False,Grover Jones
513,1935,1936,8,writing (screenplay),The Lives of a Bengal Lancer,False,William Slavens McNutt
514,1935,1936,8,writing (screenplay),Mutiny on the Bounty,False,Talbot Jennings
515,1935,1936,8,writing (screenplay),Mutiny on the Bounty,False,Jules Furthman
516,1935,1936,8,writing (screenplay),Mutiny on the Bounty,False,Carey Wilson
517,1936,1937,9,actor,Mr. Deeds Goes to Town,False,Gary Cooper
518,1936,1937,9,actor,Dodsworth,False,Walter Huston
519,1936,1937,9,actor,The Story of Louis Pasteur,True,Paul Muni
520,1936,1937,9,actor,My Man Godfrey,False,William Powell
521,1936,1937,9,actor,San Francisco,False,Spencer Tracy
522,1936,1937,9,actor in a supporting role,My Man Godfrey,False,Mischa Auer
523,1936,1937,9,actor in a supporting role,Come and Get It,True,Walter Brennan
524,1936,1937,9,actor in a supporting role,Pigskin Parade,False,Stuart Erwin
525,1936,1937,9,actor in a supporting role,Romeo and Juliet,False,Basil Rathbone
526,1936,1937,9,actor in a supporting role,The General Died at Dawn,False,Akim Tamiroff
527,1936,1937,9,actress,Theodora Goes Wild,False,Irene Dunne
528,1936,1937,9,actress,Valiant Is the Word for Carrie,False,Gladys George
529,1936,1937,9,actress,My Man Godfrey,False,Carole Lombard
530,1936,1937,9,actress,The Great Ziegfeld,True,Luise Rainer
531,1936,1937,9,actress,Romeo and Juliet,False,Norma Shearer
532,1936,1937,9,actress in a supporting role,The Gorgeous Hussy,False,Beulah Bondi
533,1936,1937,9,actress in a supporting role,My Man Godfrey,False,Alice Brady
534,1936,1937,9,actress in a supporting role,These Three,False,Bonita Granville
535,1936,1937,9,actress in a supporting role,Dodsworth,False,Maria Ouspenskaya
536,1936,1937,9,actress in a supporting role,Anthony Adverse,True,Gale Sondergaard
537,1936,1937,9,art direction,Anthony Adverse,False,Anton Grot
538,1936,1937,9,art direction,Dodsworth,True,Richard Day
539,1936,1937,9,art direction,The Great Ziegfeld,False,Cedric Gibbons
540,1936,1937,9,art direction,The Great Ziegfeld,False,Eddie Imazu
541,1936,1937,9,art direction,The Great Ziegfeld,False,Edwin B. Willis
542,1936,1937,9,art direction,Lloyds of London,False,William S. Darling
543,1936,1937,9,art direction,The Magnificent Brute,False,Albert S. D'Agostino
544,1936,1937,9,art direction,The Magnificent Brute,False,Jack Otterson
545,1936,1937,9,art direction,Romeo and Juliet,False,Cedric Gibbons
546,1936,1937,9,art direction,Romeo and Juliet,False,Fredric Hope
547,1936,1937,9,art direction,Romeo and Juliet,False,Edwin B. Willis
548,1936,1937,9,art direction,Winterset,False,Perry Ferguson
549,1936,1937,9,assistant director,Anthony Adverse,False,William Cannon
550,1936,1937,9,assistant director,The Charge of the Light Brigade,True,Jack Sullivan
551,1936,1937,9,assistant director,The Garden of Allah,False,Eric G. Stacey
552,1936,1937,9,assistant director,The Last of the Mohicans,False,Clem Beauchamp
553,1936,1937,9,assistant director,San Francisco,False,Joseph Newman
554,1936,1937,9,cinematography,Anthony Adverse,True,Gaetano Gaudio
555,1936,1937,9,cinematography,The General Died at Dawn,False,Victor Milner
556,1936,1937,9,cinematography,The Gorgeous Hussy,False,George Folsey
557,1936,1937,9,dance direction,Gold Diggers of 1937,False,Busby Berkeley
558,1936,1937,9,dance direction,Cain and Mabel,False,Bobby Connolly
559,1936,1937,9,dance direction,The Great Ziegfeld,True,Seymour Felix
560,1936,1937,9,dance direction,Born to Dance,False,Dave Gould
561,1936,1937,9,dance direction,One in a Million,False,Jack Haskell
562,1936,1937,9,dance direction,Dancing Pirate,False,Russell Lewis
563,1936,1937,9,dance direction,Swing Time,False,Hermes Pan
564,1936,1937,9,directing,Dodsworth,False,William Wyler
565,1936,1937,9,directing,The Great Ziegfeld,False,Robert Z. Leonard
566,1936,1937,9,directing,Mr. Deeds Goes to Town,True,Frank Capra
567,1936,1937,9,directing,My Man Godfrey,False,Gregory La Cava
568,1936,1937,9,directing,San Francisco,False,W. S. Van Dyke
569,1936,1937,9,film editing,Anthony Adverse,True,Ralph Dawson
570,1936,1937,9,film editing,Come and Get It,False,Edward Curtiss
571,1936,1937,9,film editing,The Great Ziegfeld,False,William S. Gray
572,1936,1937,9,film editing,Lloyds of London,False,Barbara McLean
573,1936,1937,9,film editing,A Tale of Two Cities,False,Conrad A. Nervig
574,1936,1937,9,film editing,Theodora Goes Wild,False,Otto Meyer
575,1936,1937,9,music (scoring),Anthony Adverse,True,Warner Bros. Studio Music Department
576,1936,1937,9,music (scoring),Anthony Adverse,True,Leo Forbstein
577,1936,1937,9,music (scoring),Anthony Adverse,True,Erich Wolfgang Korngold
578,1936,1937,9,music (scoring),The Charge of the Light Brigade,False,Warner Bros. Studio Music Department
579,1936,1937,9,music (scoring),The Charge of the Light Brigade,False,Leo Forbstein
580,1936,1937,9,music (scoring),The Charge of the Light Brigade,False,Max Steiner
581,1936,1937,9,music (scoring),The Garden of Allah,False,Selznick International Pictures Music Department
582,1936,1937,9,music (scoring),The Garden of Allah,False,Max Steiner
583,1936,1937,9,music (scoring),The Garden of Allah,False,Max Steiner
584,1936,1937,9,music (scoring),The General Died at Dawn,False,Paramount Studio Music Department
585,1936,1937,9,music (scoring),The General Died at Dawn,False,Boris Morros
586,1936,1937,9,music (scoring),The General Died at Dawn,False,Werner Janssen
587,1936,1937,9,music (scoring),Winterset,False,RKO Radio Studio Music Department
588,1936,1937,9,music (scoring),Winterset,False,Nathaniel Shilkret
589,1936,1937,9,music (scoring),Winterset,False,Nathaniel Shilkret
590,1936,1937,9,music (song),Suzy,False,Walter Donaldson
591,1936,1937,9,music (song),Suzy,False,Harold Adamson
592,1936,1937,9,music (song),Born to Dance,False,Music
593,1936,1937,9,music (song),Born to Dance,False,Cole Porter
594,1936,1937,9,music (song),Trail of the Lonesome Pine,False,Louis Alter
595,1936,1937,9,music (song),Trail of the Lonesome Pine,False,Sidney Mitchell
596,1936,1937,9,music (song),Pennies from Heaven,False,Arthur Johnston
597,1936,1937,9,music (song),Pennies from Heaven,False,Johnny Burke
598,1936,1937,9,music (song),Swing Time,True,Jerome Kern
599,1936,1937,9,music (song),Swing Time,True,Dorothy Fields
600,1936,1937,9,music (song),"Sing, Baby, Sing",False,Richard A. Whiting
601,1936,1937,9,music (song),"Sing, Baby, Sing",False,Walter Bullock
602,1936,1937,9,outstanding production,Anthony Adverse,False,Warner Bros.
603,1936,1937,9,outstanding production,Dodsworth,False,Samuel Goldwyn Productions
604,1936,1937,9,outstanding production,The Great Ziegfeld,True,Metro-Goldwyn-Mayer
605,1936,1937,9,outstanding production,Libeled Lady,False,Metro-Goldwyn-Mayer
606,1936,1937,9,outstanding production,Mr. Deeds Goes to Town,False,Columbia
607,1936,1937,9,outstanding production,Romeo and Juliet,False,Metro-Goldwyn-Mayer
608,1936,1937,9,outstanding production,San Francisco,False,Metro-Goldwyn-Mayer
609,1936,1937,9,outstanding production,The Story of Louis Pasteur,False,Cosmopolitan
610,1936,1937,9,outstanding production,A Tale of Two Cities,False,Metro-Goldwyn-Mayer
611,1936,1937,9,outstanding production,Three Smart Girls,False,Universal
612,1936,1937,9,short subject (cartoon),The Country Cousin,True,Walt Disney
614,1936,1937,9,short subject (cartoon),Old Mill Pond,False,Harman-Ising
615,1936,1937,9,short subject (cartoon),Sinbad the Sailor,False,Paramount
616,1936,1937,9,short subject (color),Give Me Liberty,True,Warner Bros.
617,1936,1937,9,short subject (color),La Fiesta de Santa Barbara,False,Lewis Lewyn
619,1936,1937,9,short subject (color),Popular Science J-6-2,False,Paramount
620,1936,1937,9,short subject (one-reel),Bored of Education,True,Hal Roach
622,1936,1937,9,short subject (one-reel),Moscow Moods,False,Paramount
623,1936,1937,9,short subject (one-reel),"Wanted, a Master",False,Pete Smith
625,1936,1937,9,short subject (two-reel),Double or Nothing,False,Warner Bros.
626,1936,1937,9,short subject (two-reel),Dummy Ache,False,RKO Radio
627,1936,1937,9,short subject (two-reel),The Public Pays,True,Metro-Goldwyn-Mayer
628,1936,1937,9,sound recording,Banjo on My Knee,False,20th Century-Fox Studio Sound Department
629,1936,1937,9,sound recording,Banjo on My Knee,False,E. H. Hansen
631,1936,1937,9,sound recording,The Charge of the Light Brigade,False,Warner Bros. Studio Sound Department
632,1936,1937,9,sound recording,The Charge of the Light Brigade,False,Nathan Levinson
634,1936,1937,9,sound recording,Dodsworth,False,United Artists Studio Sound Department
635,1936,1937,9,sound recording,Dodsworth,False,Thomas T. Moulton
637,1936,1937,9,sound recording,General Spanky,False,Hal Roach Studio Sound Department
638,1936,1937,9,sound recording,General Spanky,False,Elmer A. Raguse
640,1936,1937,9,sound recording,Mr. Deeds Goes to Town,False,Columbia Studio Sound Department
641,1936,1937,9,sound recording,Mr. Deeds Goes to Town,False,John Livadary
643,1936,1937,9,sound recording,San Francisco,True,Metro-Goldwyn-Mayer Studio Sound Department
644,1936,1937,9,sound recording,San Francisco,True,Douglas Shearer
646,1936,1937,9,sound recording,The Texas Rangers,False,Paramount Studio Sound Department
647,1936,1937,9,sound recording,The Texas Rangers,False,Franklin B. Hansen
649,1936,1937,9,sound recording,That Girl from Paris,False,RKO Radio Studio Sound Department
650,1936,1937,9,sound recording,That Girl from Paris,False,J. O. Aalberg
652,1936,1937,9,sound recording,Three Smart Girls,False,Universal Studio Sound Department
653,1936,1937,9,sound recording,Three Smart Girls,False,Homer G. Tasker
655,1936,1937,9,writing (original story),Fury,False,Norman Krasna
656,1936,1937,9,writing (original story),The Great Ziegfeld,False,William Anthony McGuire
657,1936,1937,9,writing (original story),San Francisco,False,Robert Hopkins
658,1936,1937,9,writing (original story),The Story of Louis Pasteur,True,Pierre Collings
659,1936,1937,9,writing (original story),The Story of Louis Pasteur,True,Sheridan Gibney
660,1936,1937,9,writing (original story),Three Smart Girls,False,Adele Comandini
661,1936,1937,9,writing (screenplay),After the Thin Man,False,Frances Goodrich
662,1936,1937,9,writing (screenplay),After the Thin Man,False,Albert Hackett
663,1936,1937,9,writing (screenplay),Dodsworth,False,Sidney Howard
664,1936,1937,9,writing (screenplay),Mr. Deeds Goes to Town,False,Robert Riskin
665,1936,1937,9,writing (screenplay),My Man Godfrey,False,Eric Hatch
666,1936,1937,9,writing (screenplay),My Man Godfrey,False,Morris Ryskind
667,1936,1937,9,writing (screenplay),The Story of Louis Pasteur,True,Pierre Collings
668,1936,1937,9,writing (screenplay),The Story of Louis Pasteur,True,Sheridan Gibney
669,1937,1938,10,actor,Conquest,False,Charles Boyer
670,1937,1938,10,actor,A Star Is Born,False,Fredric March
671,1937,1938,10,actor,Night Must Fall,False,Robert Montgomery
672,1937,1938,10,actor,The Life of Emile Zola,False,Paul Muni
673,1937,1938,10,actor,Captains Courageous,True,Spencer Tracy
674,1937,1938,10,actor in a supporting role,The Awful Truth,False,Ralph Bellamy
675,1937,1938,10,actor in a supporting role,The Hurricane,False,Thomas Mitchell
676,1937,1938,10,actor in a supporting role,The Life of Emile Zola,True,Joseph Schildkraut
677,1937,1938,10,actor in a supporting role,Lost Horizon,False,H. B. Warner
678,1937,1938,10,actor in a supporting role,Topper,False,Roland Young
679,1937,1938,10,actress,The Awful Truth,False,Irene Dunne
680,1937,1938,10,actress,Camille,False,Greta Garbo
681,1937,1938,10,actress,A Star Is Born,False,Janet Gaynor
682,1937,1938,10,actress,The Good Earth,True,Luise Rainer
683,1937,1938,10,actress,Stella Dallas,False,Barbara Stanwyck
684,1937,1938,10,actress in a supporting role,In Old Chicago,True,Alice Brady
685,1937,1938,10,actress in a supporting role,Stage Door,False,Andrea Leeds
686,1937,1938,10,actress in a supporting role,Stella Dallas,False,Anne Shirley
687,1937,1938,10,actress in a supporting role,Dead End,False,Claire Trevor
688,1937,1938,10,actress in a supporting role,Night Must Fall,False,Dame May Whitty
689,1937,1938,10,art direction,Conquest,False,Cedric Gibbons
690,1937,1938,10,art direction,Conquest,False,William Horning
691,1937,1938,10,art direction,A Damsel in Distress,False,Carroll Clark
692,1937,1938,10,art direction,Dead End,False,Richard Day
693,1937,1938,10,art direction,Every Day's a Holiday,False,Wiard Ihnen
694,1937,1938,10,art direction,The Life of Emile Zola,False,Anton Grot
695,1937,1938,10,art direction,Lost Horizon,True,Stephen Goosson
696,1937,1938,10,art direction,Manhattan Merry-Go-Round,False,John Victor Mackay
697,1937,1938,10,art direction,The Prisoner of Zenda,False,Lyle Wheeler
698,1937,1938,10,art direction,Souls at Sea,False,Hans Dreier
699,1937,1938,10,art direction,Souls at Sea,False,Roland Anderson
700,1937,1938,10,art direction,Walter Wanger's Vogues of 1938,False,Alexander Toluboff
